overall_rank,name,position,projected_points,uncertainty,player_id,code,team_name,status,news,prior_season,prior_points,prior_minutes,expected_minutes_season,projected_points_next_6,reliability,fixture_difficulty_next6,replacement_points,value_over_replacement,projection_method,promoted_team,new_to_history,manual_review
294,Will Hughes,MID,57.2414,10.0000,212,108413,Crystal Palace,a,,2025-26,45.0000,1560.0000,1607.6000,9.0381,0.8667,3.0000,125.4383,-68.1969,2025/26 empirical-Bayes rate and minutes,False,False,False
295,Tyrone Mings,DEF,56.8404,10.0000,33,149484,Aston Villa,a,,2025-26,50.0000,1322.0000,1450.2000,8.9748,0.7344,3.0000,115.0131,-58.1727,2025/26 empirical-Bayes rate and minutes,False,False,False
296,Lucas Estella Perri,GK,56.8140,10.0000,326,201595,Leeds,a,,2025-26,43.0000,1440.0000,1723.5000,8.9183,0.8000,3.1667,119.5420,-62.7280,2025/26 empirical-Bayes rate and minutes,False,False,False
297,Nicolás Domínguez,MID,56.6861,10.0000,487,250199,Nott'm Forest,a,,2025-26,48.0000,1168.0000,1294.0000,8.9504,0.6489,3.0000,125.4383,-68.7522,2025/26 empirical-Bayes rate and minutes,False,False,False
298,Andrey Nascimento dos Santos,MID,56.6349,10.0000,162,532605,Man Utd,a,,2025-26,47.0000,1247.0000,1357.2000,8.9945,0.6928,2.8333,125.4383,-68.8034,2025/26 empirical-Bayes rate and minutes,False,False,False
299,Noussair Mazraoui,DEF,56.3584,10.0000,422,230001,Man Utd,a,,2025-26,53.0000,977.0000,1174.2000,8.9506,0.5428,2.8333,115.0131,-58.6546,2025/26 empirical-Bayes rate and minutes,False,False,False
300,Kevin Santos Lopes de Macedo,MID,56.1705,10.0000,263,560552,Fulham,a,,2025-26,49.0000,1030.0000,1183.6000,8.7655,0.5722,3.3333,125.4383,-69.2678,2025/26 empirical-Bayes rate and minutes,False,False,False
301,Fabian Schär,DEF,55.9725,10.0000,446,119471,Newcastle,a,,2025-26,51.0000,1089.0000,1263.8000,8.8893,0.6050,2.8333,115.0131,-59.0406,2025/26 empirical-Bayes rate and minutes,False,False,False
302,Axel Disasi,DEF,55.7873,10.0000,153,220362,Chelsea,a,,2025-26,49.0000,1254.0000,1395.8000,8.8085,0.6967,3.0000,115.0131,-59.2258,2025/26 empirical-Bayes rate and minutes,False,False,False
303,Lucas Bergvall,MID,55.4789,10.0000,520,570526,Spurs,a,,2025-26,49.0000,955.0000,1123.6000,8.7598,0.5306,3.0000,125.4383,-69.9594,2025/26 empirical-Bayes rate and minutes,False,False,False
304,Lisandro Martínez,DEF,54.6490,15.3017,419,221820,Man Utd,d,Thigh injury - 75% chance of playing,2025-26,51.0000,1229.0000,1375.8000,7.9559,0.6008,2.8333,115.0131,-60.3641,2025/26 empirical-Bayes rate and minutes,False,False,True
305,Conor Gallagher,MID,54.2919,10.0000,519,232787,Spurs,a,,2025-26,44.0000,1183.0000,1306.0000,8.5724,0.6572,3.0000,125.4383,-71.1465,2025/26 empirical-Bayes rate and minutes,False,False,False
306,Dominic Solanke-Mitchell,FWD,54.2485,10.0000,526,154566,Spurs,a,,2025-26,40.0000,997.0000,1166.9000,8.5656,0.5539,3.0000,102.1080,-47.8595,2025/26 empirical-Bayes rate and minutes,False,False,False
307,Bafodé Diakité,DEF,53.9652,10.0000,62,242882,Bournemouth,a,,2025-26,46.0000,1275.0000,1412.6000,8.3220,0.7083,3.6667,115.0131,-61.0479,2025/26 empirical-Bayes rate and minutes,False,False,False
308,Chris Wood,FWD,53.9364,10.0000,490,60689,Nott'm Forest,a,,2025-26,41.0000,896.0000,1086.1000,8.5163,0.4978,3.0000,102.1080,-48.1716,2025/26 empirical-Bayes rate and minutes,False,False,True
309,Ryan Christie,MID,52.8463,14.7970,75,158499,Bournemouth,s,Suspended until 29 Aug,2025-26,47.0000,978.0000,1142.0000,6.5532,0.4238,3.6667,125.4383,-72.5920,2025/26 empirical-Bayes rate and minutes,False,False,True
310,Azor Matusiwa,MID,52.7616,29.5465,310,241117,Ipswich Town,i,Muscular injury - Unknown return date,,,,1266.9040,6.6268,0.0000,3.0000,125.4383,-72.6767,position and official-cost prior; manual review,True,True,True
311,Evann Guessand,MID,52.0226,10.0000,42,485337,Aston Villa,a,,2025-26,44.0000,909.0000,1086.8000,8.2141,0.5050,3.0000,125.4383,-73.4157,2025/26 empirical-Bayes rate and minutes,False,False,False
312,Oscar Bobb,MID,51.8776,10.0000,264,477555,Fulham,a,,2025-26,42.0000,1030.0000,1183.6000,8.0956,0.5722,3.3333,125.4383,-73.5607,2025/26 empirical-Bayes rate and minutes,False,False,False
313,Alexander Isak,FWD,51.7293,10.0000,379,219168,Liverpool,a,,2025-26,41.0000,694.0000,924.5000,8.2154,0.3856,2.8333,102.1080,-50.3787,2025/26 empirical-Bayes rate and minutes,False,False,True
314,Rodrigo Muniz Carvalho,FWD,51.7055,10.0000,271,244042,Fulham,a,,2025-26,36.0000,987.0000,1158.9000,8.0688,0.5483,3.3333,102.1080,-50.4025,2025/26 empirical-Bayes rate and minutes,False,False,False
315,Joshua Zirkzee,FWD,51.1638,10.0000,440,458249,Man Utd,a,,2025-26,42.0000,607.0000,854.9000,8.1256,0.3372,2.8333,102.1080,-50.9442,2025/26 empirical-Bayes rate and minutes,False,False,True
316,Lamare Bogarde,MID,50.7464,10.0000,35,515597,Aston Villa,a,,2025-26,40.0000,1042.0000,1193.2000,8.0126,0.5789,3.0000,125.4383,-74.6919,2025/26 empirical-Bayes rate and minutes,False,False,False
317,Justin Kluivert,MID,50.5452,10.0000,70,222683,Bournemouth,a,,2025-26,41.0000,945.0000,1115.6000,7.7946,0.5250,3.6667,125.4383,-74.8931,2025/26 empirical-Bayes rate and minutes,False,False,False
318,Sávio Moreira de Oliveira,MID,50.5081,10.0000,403,510281,Man City,a,,2025-26,43.0000,817.0000,1013.2000,7.9750,0.4539,3.0000,125.4383,-74.9302,2025/26 empirical-Bayes rate and minutes,False,False,True
319,Liam Kitching,DEF,50.2360,22.1038,174,436761,Coventry City,a,,,,,1218.9597,7.8857,0.0000,3.1667,115.0131,-64.7771,position and official-cost prior; manual review,True,True,True
320,Milan van Ewijk,DEF,50.2360,22.1038,175,451284,Coventry City,a,,,,,1218.9597,7.8857,0.0000,3.1667,115.0131,-64.7771,position and official-cost prior; manual review,True,True,True
321,Jay Dasilva,DEF,50.2360,22.1038,176,173878,Coventry City,a,,,,,1218.9597,7.8857,0.0000,3.1667,115.0131,-64.7771,position and official-cost prior; manual review,True,True,True
322,Jake Bidwell,DEF,50.2360,22.1038,178,80178,Coventry City,a,,,,,1218.9597,7.8857,0.0000,3.1667,115.0131,-64.7771,position and official-cost prior; manual review,True,True,True
323,Joel Latibeaudiere,DEF,50.2360,22.1038,179,204813,Coventry City,a,,,,,1218.9597,7.8857,0.0000,3.1667,115.0131,-64.7771,position and official-cost prior; manual review,True,True,True
324,Miguel Brau,DEF,50.2360,22.1038,181,577411,Coventry City,a,,,,,1218.9597,7.8857,0.0000,3.1667,115.0131,-64.7771,position and official-cost prior; manual review,True,True,True
325,Aurèle Amenda,DEF,50.2360,22.1038,182,539142,Coventry City,a,,,,,1218.9597,7.8857,0.0000,3.1667,115.0131,-64.7771,position and official-cost prior; manual review,True,True,True
326,Lewie Coyle,DEF,50.2360,22.1038,280,193278,Hull City,a,,,,,1218.9597,7.8857,0.0000,3.1667,115.0131,-64.7771,position and official-cost prior; manual review,True,True,True
327,Cathal McCarthy,DEF,50.2360,22.1038,284,661800,Hull City,a,,,,,1218.9597,7.8857,0.0000,3.1667,115.0131,-64.7771,position and official-cost prior; manual review,True,True,True
328,Tyler Bindon,DEF,50.2360,17.0802,479,538638,Nott'm Forest,a,,,,,1218.9597,7.9320,0.0000,3.0000,115.0131,-64.7771,position and official-cost prior; manual review,False,True,True
329,Taiwo Awoniyi,FWD,49.7781,10.0000,492,210156,Nott'm Forest,a,,2025-26,43.0000,480.0000,753.3000,7.8597,0.2667,3.0000,102.1080,-52.3299,2025/26 empirical-Bayes rate and minutes,False,False,True
330,Lewis Cook,MID,49.2759,10.0000,71,155408,Bournemouth,a,,2025-26,40.0000,872.0000,1057.2000,7.5989,0.4844,3.6667,125.4383,-76.1624,2025/26 empirical-Bayes rate and minutes,False,False,True
331,George Shepherd,MID,49.2432,21.6670,189,684268,Coventry City,a,,,,,1040.5293,7.7299,0.0000,3.1667,125.4383,-76.1951,position and official-cost prior; manual review,True,True,True
332,Raphael Borges Rodrigues,MID,49.2432,21.6670,191,492498,Coventry City,a,,,,,1040.5293,7.7299,0.0000,3.1667,125.4383,-76.1951,position and official-cost prior; manual review,True,True,True
333,Kaine Andrews,MID,49.2432,21.6670,192,629397,Coventry City,a,,,,,1040.5293,7.7299,0.0000,3.1667,125.4383,-76.1951,position and official-cost prior; manual review,True,True,True
334,Matt Crooks,MID,49.2432,21.6670,289,101282,Hull City,a,,,,,1040.5293,7.7299,0.0000,3.1667,125.4383,-76.1951,position and official-cost prior; manual review,True,True,True
335,Regan Slater,MID,49.2432,21.6670,290,243413,Hull City,a,,,,,1040.5293,7.7299,0.0000,3.1667,125.4383,-76.1951,position and official-cost prior; manual review,True,True,True
336,Ayden Heaven,DEF,49.0451,10.0000,421,606745,Man Utd,a,,2025-26,42.0000,920.0000,1128.6000,7.7891,0.5111,2.8333,115.0131,-65.9680,2025/26 empirical-Bayes rate and minutes,False,False,False
337,Joe Willock,MID,48.9583,10.0000,460,200089,Newcastle,a,,2025-26,38.0000,972.0000,1137.2000,7.7753,0.5400,2.8333,125.4383,-76.4800,2025/26 empirical-Bayes rate and minutes,False,False,False
338,Benjamin White,DEF,48.8644,10.0000,10,198869,Arsenal,a,,2025-26,45.0000,699.0000,951.8000,7.7154,0.3883,3.0000,115.0131,-66.1487,2025/26 empirical-Bayes rate and minutes,False,False,True
339,Giorgi Mamardashvili,GK,48.7830,10.0000,351,449027,Liverpool,a,,2025-26,34.0000,867.0000,1265.1000,7.7475,0.4817,2.8333,119.5420,-70.7591,2025/26 empirical-Bayes rate and minutes,False,False,True
340,Tom Cairney,MID,48.6816,10.0000,266,76357,Fulham,a,,2025-26,41.0000,756.0000,964.4000,7.5969,0.4200,3.3333,125.4383,-76.7567,2025/26 empirical-Bayes rate and minutes,False,False,True
341,Cristhian Mosquera,DEF,48.2902,10.0000,11,500040,Arsenal,a,,2025-26,40.0000,986.0000,1181.4000,7.6248,0.5478,3.0000,115.0131,-66.7229,2025/26 empirical-Bayes rate and minutes,False,False,False
342,Matty Jacob,DEF,48.2265,27.0069,283,449428,Hull City,d,Hip injury - 75% chance of playing,,,,1218.9597,6.9394,0.0000,3.1667,115.0131,-66.7866,position and official-cost prior; manual review,True,True,True
343,Kai Havertz,FWD,47.3621,10.0000,26,219847,Arsenal,a,,2025-26,36.0000,577.0000,830.9000,7.4782,0.3206,3.0000,102.1080,-54.7459,2025/26 empirical-Bayes rate and minutes,False,False,True
344,Wilson Odobert,MID,47.3599,13.2608,517,550839,Spurs,i,Knee injury - Unknown return date,2025-26,46.0000,972.0000,1137.2000,5.9483,0.3780,3.0000,125.4383,-78.0784,2025/26 empirical-Bayes rate and minutes,False,False,True
345,Jorge Cuenca Barreno,DEF,47.2966,10.0000,255,246301,Fulham,a,,2025-26,39.0000,935.0000,1140.6000,7.3808,0.5194,3.3333,115.0131,-67.7164,2025/26 empirical-Bayes rate and minutes,False,False,False
346,Rio Ngumoha,MID,47.1558,10.0000,369,611922,Liverpool,a,,2025-26,43.0000,547.0000,797.2000,7.4891,0.3039,2.8333,125.4383,-78.2825,2025/26 empirical-Bayes rate and minutes,False,False,True
347,Olivier Boscagli,DEF,46.2099,10.0000,114,204120,Brighton,a,,2025-26,39.0000,799.0000,1031.8000,7.2963,0.4439,3.0000,115.0131,-68.8032,2025/26 empirical-Bayes rate and minutes,False,False,True
348,Justin Devenny,MID,46.0641,10.0000,215,489706,Crystal Palace,a,,2025-26,36.0000,785.0000,987.6000,7.2733,0.4361,3.0000,125.4383,-79.3742,2025/26 empirical-Bayes rate and minutes,False,False,True
349,Chris Rigg,MID,45.7904,10.0000,548,554197,Sunderland,a,,2025-26,36.0000,758.0000,966.0000,7.2301,0.4211,3.0000,125.4383,-79.6479,2025/26 empirical-Bayes rate and minutes,False,False,True
350,Leif Davis,DEF,45.5500,11.8430,305,455084,Ipswich Town,a,,2024-25,52.0000,2742.0000,1862.0640,7.1921,1.0000,3.0000,115.0131,-69.4631,older PL history with recency discount,True,False,True
351,Matthijs de Ligt,DEF,45.2366,12.6663,416,209365,Man Utd,i,Back injury - Unknown return date,2025-26,43.0000,1170.0000,1328.6000,5.7148,0.4550,2.8333,115.0131,-69.7765,2025/26 empirical-Bayes rate and minutes,False,False,True
352,Merlin Röhl,MID,44.8901,10.0000,246,513466,Everton,a,,2025-26,36.0000,675.0000,899.6000,7.1293,0.3750,2.8333,125.4383,-80.5482,2025/26 empirical-Bayes rate and minutes,False,False,True
353,Josh Acheampong,DEF,44.8727,10.0000,151,577016,Chelsea,a,,2025-26,39.0000,657.0000,918.2000,7.0852,0.3650,3.0000,115.0131,-70.1404,2025/26 empirical-Bayes rate and minutes,False,False,True
354,Dara O'Shea,DEF,44.5426,11.5811,304,216616,Ipswich Town,a,,2024-25,49.0000,3122.0000,2080.9440,7.0330,1.0000,3.0000,115.0131,-70.4705,older PL history with recency discount,True,False,True
355,Charlie Hughes,DEF,44.2077,24.7563,278,501902,Hull City,i,Groin injury - Unknown return date,,,,1218.9597,5.5200,0.0000,3.1667,115.0131,-70.8054,position and official-cost prior; manual review,True,True,True
356,Aaron Hickey,DEF,43.9103,10.0000,90,472713,Brentford,a,,2025-26,37.0000,679.0000,935.8000,6.8928,0.3772,3.1667,115.0131,-71.1028,2025/26 empirical-Bayes rate and minutes,False,False,True
357,Simon Adingra,MID,43.4536,10.0000,546,535818,Sunderland,a,,2025-26,34.0000,649.0000,878.8000,6.8611,0.3606,3.0000,125.4383,-81.9847,2025/26 empirical-Bayes rate and minutes,False,False,True
358,Eliot Matazo,MID,43.3340,24.2670,291,465525,Hull City,i,Knee injury - Unknown return date,,,,1040.5293,5.4109,0.0000,3.1667,125.4383,-82.1043,position and official-cost prior; manual review,True,True,True
359,Óscar Zambrano,MID,43.3340,24.2670,294,553783,Hull City,i,Thigh injury - Unknown return date,,,,1040.5293,5.4109,0.0000,3.1667,125.4383,-82.1043,position and official-cost prior; manual review,True,True,True
360,Charalampos Kostoulas,FWD,43.2311,10.0000,138,647850,Brighton,a,,2025-26,35.0000,351.0000,650.1000,6.8260,0.1950,3.0000,102.1080,-58.8769,2025/26 empirical-Bayes rate and minutes,False,False,True
361,Conor Bradley,DEF,43.2145,12.1001,360,492777,Liverpool,i,Knee injury - Unknown return date,2025-26,42.0000,928.0000,1135.0000,5.4593,0.3609,2.8333,115.0131,-71.7986,2025/26 empirical-Bayes rate and minutes,False,False,True
362,Destiny Udogie,DEF,43.1913,10.0000,506,487053,Spurs,a,,2025-26,29.0000,1335.0000,1460.6000,6.8197,0.7417,3.0000,115.0131,-71.8218,2025/26 empirical-Bayes rate and minutes,False,False,False
363,Tosin Adarabioyo,DEF,43.0842,10.0000,147,109646,Chelsea,a,,2025-26,34.0000,788.0000,1023.0000,6.8028,0.4378,3.0000,115.0131,-71.9289,2025/26 empirical-Bayes rate and minutes,False,False,True
364,Jack Clarke,MID,43.0259,11.1867,313,443261,Ipswich Town,a,,2024-25,53.0000,1161.0000,927.6480,6.7936,0.6450,3.0000,125.4383,-82.4125,older PL history with recency discount,True,False,True
365,Sam Szmodics,MID,42.3616,11.0140,319,172453,Ipswich Town,a,,2024-25,54.0000,988.0000,828.0000,6.6887,0.5489,3.0000,125.4383,-83.0767,older PL history with recency discount,True,False,True
366,Manuel Ugarte Ribeiro,MID,42.3452,11.8567,433,232112,Man Utd,i,Knee injury - Unknown return date,2025-26,38.0000,876.0000,1060.4000,5.3495,0.3407,2.8333,125.4383,-83.0931,2025/26 empirical-Bayes rate and minutes,False,False,True
367,Nicolò Savona,DEF,42.1796,11.8103,475,500151,Nott'm Forest,i,Knee injury - Unknown return date,2025-26,39.0000,1025.0000,1212.6000,5.2977,0.3986,3.0000,115.0131,-72.8335,2025/26 empirical-Bayes rate and minutes,False,False,True
368,Yoane Wissa,FWD,41.5431,10.0000,464,216646,Newcastle,a,,2025-26,27.0000,517.0000,782.9000,6.5977,0.2872,2.8333,102.1080,-60.5649,2025/26 empirical-Bayes rate and minutes,False,False,True
369,Issa Diop,DEF,41.4512,10.7773,259,219924,Ipswich Town,a,,2025-26,31.0000,812.0000,1042.2000,6.5449,0.4511,3.0000,115.0131,-73.5619,2025/26 empirical-Bayes rate and minutes,True,False,True
370,Victor Lindelöf,DEF,41.1257,10.0000,37,184667,Aston Villa,a,,2025-26,29.0000,942.0000,1146.2000,6.4935,0.5233,3.0000,115.0131,-73.8874,2025/26 empirical-Bayes rate and minutes,False,False,False
371,Myles Lewis-Skelly,MID,41.1175,10.0000,7,499169,Arsenal,a,,2025-26,29.0000,697.0000,917.2000,6.4922,0.3872,3.0000,125.4383,-84.3208,2025/26 empirical-Bayes rate and minutes,False,False,True
372,Jarrad Branthwaite,DEF,40.9379,10.0000,230,480455,Everton,a,,2025-26,32.0000,678.0000,935.0000,6.5016,0.3767,2.8333,115.0131,-74.0752,2025/26 empirical-Bayes rate and minutes,False,False,True
373,Carlos Alcaraz Durán,MID,40.9334,10.0000,243,502697,Everton,a,,2025-26,29.0000,679.0000,902.8000,6.5009,0.3772,2.8333,125.4383,-84.5049,2025/26 empirical-Bayes rate and minutes,False,False,True
374,Wilfried Gnonto,MID,40.7556,10.0000,341,492859,Leeds,a,,2025-26,32.0000,521.0000,776.4000,6.3976,0.2894,3.1667,125.4383,-84.6827,2025/26 empirical-Bayes rate and minutes,False,False,True
375,Ryan Yates,MID,40.6557,10.0000,489,204968,Nott'm Forest,a,,2025-26,30.0000,602.0000,841.2000,6.4193,0.3344,3.0000,125.4383,-84.7826,2025/26 empirical-Bayes rate and minutes,False,False,True
376,Federico Chiesa,MID,40.1037,10.0000,370,223541,Liverpool,a,,2025-26,37.0000,317.0000,613.2000,6.3691,0.1761,2.8333,125.4383,-85.3346,2025/26 empirical-Bayes rate and minutes,False,False,True
377,George Hirst,FWD,38.8599,10.1036,317,222625,Ipswich Town,a,,2024-25,46.0000,645.0000,637.4160,6.1358,0.3583,3.0000,102.1080,-63.2481,older PL history with recency discount,True,False,True
378,Gabriel Fernando de Jesus,FWD,38.5435,10.0000,27,205651,Arsenal,a,,2025-26,24.0000,418.0000,703.7000,6.0858,0.2322,3.0000,102.1080,-63.5644,2025/26 empirical-Bayes rate and minutes,False,False,True
379,Antonín Kinský,GK,38.0548,10.0000,496,485055,Spurs,a,,2025-26,20.0000,630.0000,1075.5000,6.0087,0.3500,3.0000,119.5420,-81.4872,2025/26 empirical-Bayes rate and minutes,False,False,True
380,Eddie Nketiah,FWD,37.9520,10.0000,224,205533,Crystal Palace,a,,2025-26,23.0000,414.0000,700.5000,5.9924,0.2300,3.0000,102.1080,-64.1560,2025/26 empirical-Bayes rate and minutes,False,False,True
381,Oli McBurnie,FWD,37.8297,10.0000,295,169432,Hull City,a,,2023-24,66.0000,1279.0000,721.8720,5.9383,0.7106,3.1667,102.1080,-64.2783,older PL history with recency discount,True,False,True
382,Dilane Bakwa,MID,37.8135,10.0000,485,476887,Nott'm Forest,a,,2025-26,26.0000,549.0000,798.8000,5.9706,0.3050,3.0000,125.4383,-87.6248,2025/26 empirical-Bayes rate and minutes,False,False,True
383,Jacob Greaves,DEF,37.0515,10.0000,306,449429,Ipswich Town,a,,2024-25,37.0000,2205.0000,1552.7520,5.8502,1.0000,3.0000,115.0131,-77.9616,older PL history with recency discount,True,False,True
384,Jamie Bynoe-Gittens,MID,36.4980,10.0000,158,463936,Chelsea,a,,2025-26,25.0000,486.0000,748.4000,5.7628,0.2700,3.0000,125.4383,-88.9403,2025/26 empirical-Bayes rate and minutes,False,False,True
385,Enes Ünal,FWD,36.4815,10.0000,80,168636,Bournemouth,a,,2025-26,27.0000,214.0000,540.5000,5.6258,0.1189,3.6667,102.1080,-65.6265,2025/26 empirical-Bayes rate and minutes,False,False,True
386,Luke O'Nien,DEF,36.3731,10.0000,539,167512,Sunderland,a,,2025-26,26.0000,565.0000,844.6000,5.7431,0.3139,3.0000,115.0131,-78.6400,2025/26 empirical-Bayes rate and minutes,False,False,True
387,Daniel James,MID,36.1371,10.0000,343,200617,Leeds,a,,2025-26,23.0000,547.0000,797.2000,5.6726,0.3039,3.1667,125.4383,-89.3012,2025/26 empirical-Bayes rate and minutes,False,False,True
388,Jorrel Hato,DEF,35.8663,10.0000,148,551210,Chelsea,a,,2025-26,19.0000,1139.0000,1303.8000,5.6631,0.6328,3.0000,115.0131,-79.1468,2025/26 empirical-Bayes rate and minutes,False,False,False
389,Joe Gomez,DEF,35.8273,10.0316,359,171287,Liverpool,i,Muscular injury - Unknown return date,2025-26,33.0000,594.0000,867.8000,4.5261,0.2310,2.8333,115.0131,-79.1858,2025/26 empirical-Bayes rate and minutes,False,False,True
390,Marco Bizot,GK,35.0956,10.0000,29,72147,Aston Villa,a,,2025-26,16.0000,585.0000,1039.5000,5.5414,0.3250,3.0000,119.5420,-84.4465,2025/26 empirical-Bayes rate and minutes,False,False,True
391,Harrison Armstrong,MID,34.7794,10.0000,244,609873,Everton,a,,2025-26,21.0000,524.0000,778.8000,5.5235,0.2911,2.8333,125.4383,-90.6589,2025/26 empirical-Bayes rate and minutes,False,False,True
392,Sebastiaan Bornauw,DEF,34.3766,10.0000,333,437738,Leeds,a,,2025-26,25.0000,429.0000,735.8000,5.3962,0.2383,3.1667,115.0131,-80.6365,2025/26 empirical-Bayes rate and minutes,False,False,True
393,Leon Bailey,MID,33.8972,10.0000,44,215711,Aston Villa,a,,2025-26,21.0000,450.0000,719.6000,5.3522,0.2500,3.0000,125.4383,-91.5411,2025/26 empirical-Bayes rate and minutes,False,False,True
394,Melker Ellborg,GK,33.7457,10.0000,531,515046,Sunderland,a,,2025-26,16.0000,270.0000,787.5000,5.3283,0.1500,3.0000,119.5420,-85.7963,2025/26 empirical-Bayes rate and minutes,False,False,True
395,Jaden Philogene,MID,33.6677,10.0000,318,481624,Ipswich Town,a,,2024-25,37.0000,796.0000,717.4080,5.3159,0.4422,3.0000,125.4383,-91.7706,older PL history with recency discount,True,False,True
396,Kasey McAteer,MID,33.1616,10.0000,323,461587,Ipswich Town,a,,2024-25,35.0000,846.0000,746.2080,5.2360,0.4700,3.0000,125.4383,-92.2767,older PL history with recency discount,True,False,True
397,Chadi Riad Dnanou,DEF,32.7820,10.0000,206,515621,Crystal Palace,a,,2025-26,20.0000,550.0000,832.6000,5.1761,0.3056,3.0000,115.0131,-82.2311,2025/26 empirical-Bayes rate and minutes,False,False,True
398,Joël Piroe,FWD,32.1678,10.0000,348,235826,Leeds,a,,2025-26,17.0000,244.0000,564.5000,5.0495,0.1356,3.1667,102.1080,-69.9402,2025/26 empirical-Bayes rate and minutes,False,False,True
399,James Trafford,GK,32.1538,10.0000,385,432720,Man City,a,,2025-26,13.0000,360.0000,859.5000,5.0769,0.2000,3.0000,119.5420,-87.3882,2025/26 empirical-Bayes rate and minutes,False,False,True
400,Ben Johnson,DEF,31.6029,10.0000,307,222018,Ipswich Town,a,,2024-25,30.0000,1346.0000,1057.9680,4.9899,0.7478,3.0000,115.0131,-83.4102,older PL history with recency discount,True,False,True
401,Wes Burns,MID,31.4747,10.0000,311,149929,Ipswich Town,a,,2024-25,30.0000,922.0000,789.9840,4.9697,0.5122,3.0000,125.4383,-93.9636,older PL history with recency discount,True,False,True
402,Tammy Abraham,FWD,31.4674,10.0000,56,173879,Aston Villa,i,Shoulder injury - Expected back 23 Aug,2025-26,23.0000,278.0000,591.7000,3.9522,0.1081,3.0000,102.1080,-70.6406,2025/26 empirical-Bayes rate and minutes,False,False,True
403,Altay Bayındır,GK,31.4545,10.0000,413,451302,Man Utd,a,,2025-26,11.0000,540.0000,1003.5000,4.9955,0.3000,2.8333,119.5420,-88.0875,2025/26 empirical-Bayes rate and minutes,False,False,True
404,John Victor Maciel Furtado,GK,31.0959,10.0000,468,221389,Nott'm Forest,a,,2025-26,11.0000,437.0000,921.1000,4.9099,0.2428,3.0000,119.5420,-88.4461,2025/26 empirical-Bayes rate and minutes,False,False,True
405,Tyler Dibling,MID,30.9900,10.0000,245,496661,Everton,a,,2025-26,18.0000,349.0000,638.8000,4.9217,0.1939,2.8333,125.4383,-94.4483,2025/26 empirical-Bayes rate and minutes,False,False,True
406,Rico Lewis,DEF,30.7573,10.0000,395,477064,Man City,a,,2025-26,19.0000,401.0000,713.4000,4.8564,0.2228,3.0000,115.0131,-84.2558,2025/26 empirical-Bayes rate and minutes,False,False,True
407,Marc Guiu Paz,FWD,30.5322,10.0000,168,499309,Chelsea,a,,2025-26,13.0000,265.0000,581.3000,4.8209,0.1472,3.0000,102.1080,-71.5758,2025/26 empirical-Bayes rate and minutes,False,False,True
408,Veljko Milosavljevic,DEF,30.3785,10.0000,63,620487,Bournemouth,a,,2025-26,19.0000,367.0000,686.2000,4.6847,0.2039,3.6667,115.0131,-84.6346,2025/26 empirical-Bayes rate and minutes,False,False,True
409,Nathan Patterson,DEF,30.2724,10.0000,234,243571,Everton,a,,2025-26,22.0000,238.0000,583.0000,4.8077,0.1322,2.8333,115.0131,-84.7407,2025/26 empirical-Bayes rate and minutes,False,False,True
410,Jack Taylor,MID,30.2559,11.4972,312,231899,Ipswich Town,i,Knee injury - Unknown return date,2024-25,38.0000,837.0000,741.0240,3.8001,0.3255,3.0000,125.4383,-95.1824,older PL history with recency discount,True,False,True
411,Tyrique George,MID,29.9942,10.0000,242,550615,Everton,a,,2025-26,16.0000,351.0000,640.4000,4.7635,0.1950,2.8333,125.4383,-95.4441,2025/26 empirical-Bayes rate and minutes,False,False,True
412,James McAtee,MID,29.5956,10.0000,486,432714,Nott'm Forest,a,,2025-26,17.0000,288.0000,590.0000,4.6730,0.1600,3.0000,125.4383,-95.8427,2025/26 empirical-Bayes rate and minutes,False,False,True
413,Romaine Mundle,MID,29.5728,10.0000,547,461199,Sunderland,a,,2025-26,14.0000,399.0000,678.8000,4.6694,0.2217,3.0000,125.4383,-95.8655,2025/26 empirical-Bayes rate and minutes,False,False,True
414,Filip Jörgensen,GK,29.4969,10.0000,141,508479,Chelsea,a,,2025-26,9.0000,378.0000,873.9000,4.6574,0.2100,3.0000,119.5420,-90.0451,2025/26 empirical-Bayes rate and minutes,False,False,True
415,Alex Palmer,GK,29.4351,10.0000,301,112520,Ipswich Town,a,,2024-25,22.0000,1170.0000,1085.4000,4.6476,0.6500,3.0000,119.5420,-90.1070,older PL history with recency discount,True,False,True
416,Nilson Angulo,MID,29.0739,10.0000,551,536661,Sunderland,a,,2025-26,13.0000,401.0000,680.4000,4.5906,0.2228,3.0000,125.4383,-96.3644,2025/26 empirical-Bayes rate and minutes,False,False,True
417,Roméo Lavia,MID,28.7476,10.0000,161,514356,Chelsea,a,,2025-26,13.0000,374.0000,658.8000,4.5391,0.2078,3.0000,125.4383,-96.6907,2025/26 empirical-Bayes rate and minutes,False,False,True
418,Jair Paula da Cunha Filho,DEF,28.4746,10.0000,474,575458,Nott'm Forest,a,,2025-26,13.0000,514.0000,803.8000,4.4960,0.2856,3.0000,115.0131,-86.5385,2025/26 empirical-Bayes rate and minutes,False,False,True
419,Stefanos Tzimas,FWD,28.3572,10.0000,137,608181,Brighton,d,Knee injury - 75% chance of playing,2025-26,16.0000,132.0000,474.9000,4.1043,0.0645,3.0000,102.1080,-73.7507,2025/26 empirical-Bayes rate and minutes,False,False,True
