name,position,projected_points,uncertainty,player_id,code,team_name,status,prior_total_points,prior_minutes,fixture_difficulty_next6,projection_method
Erling Haaland,FWD,213.400,32.010,411,223094,Man City,a,239.000,2953.000,3.000,prior-season points with positional shrinkage
Bruno Borges Fernandes,MID,205.964,30.895,426,141746,Man Utd,a,235.000,3065.000,2.833,prior-season points with positional shrinkage
Gabriel dos Santos Magalhães,DEF,186.200,27.930,4,226597,Arsenal,a,209.000,2750.000,3.000,prior-season points with positional shrinkage
Antoine Semenyo,MID,178.200,26.730,397,437730,Man City,a,202.000,3200.000,3.000,prior-season points with positional shrinkage
Morgan Gibbs-White,MID,167.000,25.050,480,222531,Nott'm Forest,a,188.000,3101.000,3.000,prior-season points with positional shrinkage
Igor Thiago Nascimento Rodrigues,FWD,165.887,24.883,106,502500,Brentford,a,181.000,3282.000,3.167,prior-season points with positional shrinkage
João Pedro Junqueira de Jesus,FWD,163.800,24.570,165,475168,Chelsea,a,177.000,2658.000,3.000,prior-season points with positional shrinkage
Declan Rice,MID,163.800,24.570,13,204480,Arsenal,a,184.000,3093.000,3.000,prior-season points with positional shrinkage
Marc Guéhi,DEF,162.200,24.330,388,209036,Man City,a,179.000,3150.000,3.000,prior-season points with positional shrinkage
Elliot Anderson,MID,160.600,24.090,481,215379,Man City,a,180.000,3332.000,3.000,prior-season points with positional shrinkage
Virgil van Dijk,DEF,160.060,24.009,356,97032,Liverpool,a,175.000,3420.000,2.833,prior-season points with positional shrinkage
Marcos Senesi Barón,DEF,159.000,23.850,498,221466,Spurs,a,175.000,3288.000,3.000,prior-season points with positional shrinkage
James Tarkowski,DEF,156.033,23.405,229,17761,Everton,a,170.000,3330.000,2.833,prior-season points with positional shrinkage
Ollie Watkins,FWD,155.800,23.370,55,178301,Aston Villa,a,167.000,2833.000,3.000,prior-season points with positional shrinkage
David Raya Martín,GK,153.600,23.040,1,154561,Arsenal,a,162.000,3330.000,3.000,prior-season points with positional shrinkage
Morgan Rogers,MID,151.800,22.770,40,244850,Chelsea,a,169.000,3280.000,3.000,prior-season points with positional shrinkage
Harry Wilson,MID,149.993,22.499,260,153682,Leeds,a,168.000,2674.000,3.167,prior-season points with positional shrinkage
Nico O'Reilly,DEF,147.000,22.050,387,472769,Man City,a,160.000,2643.000,3.000,prior-season points with positional shrinkage
Adrien Truffert,DEF,146.973,22.046,61,494521,Bournemouth,a,165.000,3378.000,3.667,prior-season points with positional shrinkage
Dominik Szoboszlai,MID,145.564,21.835,368,424876,Liverpool,a,160.000,3232.000,2.833,prior-season points with positional shrinkage
Bukayo Saka,MID,142.200,21.330,12,223340,Arsenal,a,157.000,2218.000,3.000,prior-season points with positional shrinkage
Enzo Fernández,MID,142.200,21.330,155,448047,Chelsea,a,157.000,3114.000,3.000,prior-season points with positional shrinkage
Matheus Nunes,DEF,142.200,21.330,389,465351,Man City,a,154.000,2861.000,3.000,prior-season points with positional shrinkage
Maxence Lacroix,DEF,142.200,21.330,200,437499,Chelsea,a,154.000,3085.000,3.000,prior-season points with positional shrinkage
Bruno Guimarães Rodriguez Moura,MID,140.732,21.110,452,208706,Newcastle,a,154.000,2456.000,2.833,prior-season points with positional shrinkage
Nordi Mukiele,DEF,139.800,20.970,533,200834,Sunderland,a,151.000,2784.000,3.000,prior-season points with positional shrinkage
Kiernan Dewsbury-Hall,MID,138.316,20.747,236,215413,Everton,a,151.000,2629.000,2.833,prior-season points with positional shrinkage
Caoimhín Kelleher,GK,137.477,20.622,82,200720,Brentford,a,143.000,3330.000,3.167,prior-season points with positional shrinkage
Jan Paul van Hecke,DEF,137.400,20.610,112,469142,Spurs,a,148.000,3210.000,3.000,prior-season points with positional shrinkage
Bryan Mbeumo,MID,135.900,20.385,427,446008,Man Utd,a,148.000,2611.000,2.833,prior-season points with positional shrinkage
Dominic Calvert-Lewin,FWD,134.895,20.234,346,177815,Leeds,a,142.000,2721.000,3.167,prior-season points with positional shrinkage
Enzo Le Fée,MID,134.200,20.130,542,484420,Sunderland,a,147.000,2930.000,3.000,prior-season points with positional shrinkage
Jordan Pickford,GK,132.880,19.932,226,111234,Everton,a,135.000,3420.000,2.833,prior-season points with positional shrinkage
Robin Roefs,GK,132.800,19.920,529,498016,Sunderland,a,136.000,3150.000,3.000,prior-season points with positional shrinkage
Ryan Gravenberch,MID,132.679,19.902,371,441266,Liverpool,a,144.000,2991.000,2.833,prior-season points with positional shrinkage
Gianluigi Donnarumma,GK,132.000,19.800,384,204936,Man City,a,135.000,3060.000,3.000,prior-season points with positional shrinkage
Matheus Santos Carneiro da Cunha,MID,131.873,19.781,428,430871,Man Utd,a,143.000,2493.000,2.833,prior-season points with positional shrinkage
Dean Henderson,GK,128.800,19.320,198,172649,Crystal Palace,a,131.000,3330.000,3.000,prior-season points with positional shrinkage
Bart Verbruggen,GK,128.000,19.200,109,489639,Brighton,a,130.000,3420.000,3.000,prior-season points with positional shrinkage
Trevoh Chalobah,DEF,127.800,19.170,143,180736,Chelsea,a,136.000,2780.000,3.000,prior-season points with positional shrinkage
Daniel Muñoz Mejía,DEF,127.800,19.170,201,247348,Crystal Palace,a,136.000,2400.000,3.000,prior-season points with positional shrinkage
James Garner,MID,127.388,29.299,239,232928,Everton,i,159.000,3413.000,2.833,prior-season points with positional shrinkage
Tyrick Mitchell,DEF,127.000,19.050,204,244723,Crystal Palace,a,135.000,3253.000,3.000,prior-season points with positional shrinkage
Anton Stach,MID,125.359,18.804,335,466525,Leeds,a,137.000,2369.000,3.167,prior-season points with positional shrinkage
Michael Keane,DEF,124.625,18.694,231,106611,Everton,a,131.000,2588.000,2.833,prior-season points with positional shrinkage
Viktor Gyökeres,FWD,124.600,18.690,25,224117,Arsenal,a,128.000,2217.000,3.000,prior-season points with positional shrinkage
Rayan Cherki,MID,124.600,18.690,399,466052,Man City,a,135.000,1772.000,3.000,prior-season points with positional shrinkage
Mateus Fernandes,MID,124.600,18.690,525,551226,Spurs,a,135.000,3017.000,3.000,prior-season points with positional shrinkage
Dango Ouattara,MID,124.564,18.685,95,533463,Brentford,a,136.000,2271.000,3.167,prior-season points with positional shrinkage
Danny Welbeck,FWD,123.000,18.450,136,50175,Brighton,a,126.000,2249.000,3.000,prior-season points with positional shrinkage
Martín Zubimendi Ibáñez,MID,123.000,18.450,19,481655,Arsenal,a,133.000,2991.000,3.000,prior-season points with positional shrinkage
Ethan Ampadu,MID,122.975,18.446,338,199598,Leeds,a,134.000,3119.000,3.167,prior-season points with positional shrinkage
Marcus Tavernier,MID,122.835,18.425,68,201658,Bournemouth,a,137.000,2732.000,3.667,prior-season points with positional shrinkage
Cody Gakpo,MID,122.209,18.331,367,243298,Liverpool,a,131.000,2736.000,2.833,prior-season points with positional shrinkage
Alex Scott,MID,122.056,18.308,69,503139,Bournemouth,a,136.000,2848.000,3.667,prior-season points with positional shrinkage
Jurriën Timber,DEF,121.616,27.972,5,445122,Arsenal,i,149.000,2452.000,3.000,prior-season points with positional shrinkage
Phil Foden,MID,121.400,18.210,398,209244,Man City,a,131.000,2078.000,3.000,prior-season points with positional shrinkage
Chris Richards,DEF,121.400,18.210,202,427623,Crystal Palace,a,128.000,2825.000,3.000,prior-season points with positional shrinkage
Neco Williams,DEF,121.400,18.210,469,215136,Nott'm Forest,a,128.000,3203.000,3.000,prior-season points with positional shrinkage
Nathan Collins,DEF,121.385,18.208,84,432830,Brentford,a,129.000,2971.000,3.167,prior-season points with positional shrinkage
Malick Thiaw,DEF,120.599,18.090,445,465642,Newcastle,a,126.000,2963.000,2.833,prior-season points with positional shrinkage
Emiliano Martínez Romero,GK,120.000,18.000,28,98980,Aston Villa,a,120.000,2835.000,3.000,prior-season points with positional shrinkage
Bernd Leno,GK,119.979,17.997,250,80201,Fulham,a,122.000,3420.000,3.333,prior-season points with positional shrinkage
Đorđe Petrović,GK,119.915,17.987,57,457569,Bournemouth,a,124.000,3420.000,3.667,prior-season points with positional shrinkage
Iliman Ndiaye,MID,119.793,17.969,237,440993,Everton,a,128.000,2781.000,2.833,prior-season points with positional shrinkage
Omar Alderete,DEF,119.000,17.850,535,201895,Sunderland,a,125.000,2797.000,3.000,prior-season points with positional shrinkage
Jaidon Anthony,MID,117.412,17.612,105,444180,Brentford,a,127.000,2717.000,3.167,prior-season points with positional shrinkage
Richarlison de Andrade,FWD,117.400,17.610,527,212319,Spurs,a,119.000,1954.000,3.000,prior-season points with positional shrinkage
Florian Wirtz,MID,117.377,17.607,366,494595,Liverpool,a,125.000,2374.000,2.833,prior-season points with positional shrinkage
Brenden Aaronson,MID,116.617,17.493,337,427637,Leeds,a,126.000,2449.000,3.167,prior-season points with positional shrinkage
Pedro Lomba Neto,MID,116.600,17.490,156,247632,Chelsea,a,125.000,2629.000,3.000,prior-season points with positional shrinkage
Kevin Schade,MID,115.823,17.373,94,513418,Brentford,a,125.000,2744.000,3.167,prior-season points with positional shrinkage
Granit Xhaka,MID,115.800,17.370,544,84450,Sunderland,a,124.000,2901.000,3.000,prior-season points with positional shrinkage
Robert Lynch Sánchez,GK,114.400,17.160,140,215059,Chelsea,a,113.000,3040.000,3.000,prior-season points with positional shrinkage
Nikola Milenković,DEF,114.200,17.130,471,227444,Nott'm Forest,a,119.000,3375.000,3.000,prior-season points with positional shrinkage
Jean-Philippe Mateta,FWD,113.400,17.010,223,231747,Crystal Palace,a,114.000,2210.000,3.000,prior-season points with positional shrinkage
Ferdi Kadıoğlu,DEF,113.400,17.010,113,231416,Brighton,a,118.000,3130.000,3.000,prior-season points with positional shrinkage
Igor Jesus Maciel da Cruz,FWD,113.400,17.010,491,482973,Nott'm Forest,a,114.000,2293.000,3.000,prior-season points with positional shrinkage
William Saliba,DEF,113.168,26.029,6,462424,Arsenal,i,137.000,2614.000,3.000,prior-season points with positional shrinkage
Matty Cash,DEF,112.600,16.890,32,199796,Aston Villa,a,117.000,3016.000,3.000,prior-season points with positional shrinkage
Pedro Porro Sauceda,DEF,112.600,16.890,499,441164,Spurs,a,117.000,2793.000,3.000,prior-season points with positional shrinkage
Jérémy Doku,MID,112.600,16.890,400,248875,Man City,a,120.000,1773.000,3.000,prior-season points with positional shrinkage
Jake O'Brien,DEF,112.545,16.882,232,512462,Everton,a,116.000,3118.000,2.833,prior-season points with positional shrinkage
Senne Lammens,GK,111.941,16.791,412,465247,Man Utd,a,109.000,2880.000,2.833,prior-season points with positional shrinkage
Micky van de Ven,DEF,111.800,16.770,503,491279,Spurs,a,116.000,3041.000,3.000,prior-season points with positional shrinkage
Daniel Ballard,DEF,111.800,16.770,532,223827,Sunderland,a,116.000,2144.000,3.000,prior-season points with positional shrinkage
Francisco Evanilson de Lima Barbosa,FWD,111.155,16.673,79,444102,Bournemouth,a,115.000,2741.000,3.667,prior-season points with positional shrinkage
Reece James,DEF,111.000,16.650,142,225796,Chelsea,a,115.000,1957.000,3.000,prior-season points with positional shrinkage
Yankuba Minteh,MID,110.200,16.530,122,592031,Brighton,a,117.000,2389.000,3.000,prior-season points with positional shrinkage
Ismaïla Sarr,MID,110.200,16.530,208,232185,Crystal Palace,a,117.000,2173.000,3.000,prior-season points with positional shrinkage
Luke Shaw,DEF,110.129,16.519,423,106760,Man Utd,a,113.000,3220.000,2.833,prior-season points with positional shrinkage
Rúben dos Santos Gato Alves Dias,DEF,109.400,16.410,390,171314,Man City,a,113.000,2139.000,3.000,prior-season points with positional shrinkage
Nick Woltemade,FWD,109.324,16.399,463,470313,Newcastle,a,108.000,1896.000,2.833,prior-season points with positional shrinkage
Michael Kayode,DEF,108.671,16.301,88,607464,Brentford,a,113.000,3258.000,3.167,prior-season points with positional shrinkage
Sepp van den Berg,DEF,108.671,16.301,85,444765,Brentford,a,113.000,2761.000,3.167,prior-season points with positional shrinkage
Diogo Dalot Teixeira,DEF,108.519,16.278,417,216051,Man Utd,a,111.000,2609.000,2.833,prior-season points with positional shrinkage
Hugo Ekitiké,FWD,108.253,24.898,380,510663,Liverpool,i,125.000,1797.000,2.833,prior-season points with positional shrinkage
Matz Sels,GK,108.000,16.200,467,85633,Nott'm Forest,a,105.000,2667.000,3.000,prior-season points with positional shrinkage
Keane Lewis-Potter,MID,107.876,16.181,86,249231,Brentford,a,115.000,1960.000,3.167,prior-season points with positional shrinkage
Cole Palmer,MID,107.800,16.170,154,244851,Chelsea,a,114.000,1954.000,3.000,prior-season points with positional shrinkage
Trai Hume,DEF,107.000,16.050,534,487676,Sunderland,a,110.000,3032.000,3.000,prior-season points with positional shrinkage
Eberechi Eze,MID,107.000,16.050,14,232413,Arsenal,a,113.000,1885.000,3.000,prior-season points with positional shrinkage
Mikkel Damsgaard,MID,106.287,15.943,96,440089,Brentford,a,113.000,2046.000,3.167,prior-season points with positional shrinkage
Riccardo Calafiori,DEF,106.200,15.930,8,466075,Arsenal,a,109.000,1697.000,3.000,prior-season points with positional shrinkage
Norberto Bercique Gomes Betuncal,FWD,106.103,15.915,248,486385,Everton,a,104.000,1551.000,2.833,prior-season points with positional shrinkage
Joe Rodon,DEF,105.492,15.824,329,214225,Leeds,a,109.000,2952.000,3.167,prior-season points with positional shrinkage
Pascal Struijk,DEF,105.400,15.810,328,222694,Brighton,a,108.000,2935.000,3.000,prior-season points with positional shrinkage
Benjamin Sesko,FWD,105.036,24.158,439,485711,Man Utd,d,111.000,1630.000,2.833,prior-season points with positional shrinkage
Moisés Caicedo Corozo,MID,104.600,15.690,159,486672,Chelsea,a,110.000,2796.000,3.000,prior-season points with positional shrinkage
Joachim Andersen,DEF,104.251,23.978,253,174874,Fulham,s,123.000,2882.000,3.333,prior-season points with positional shrinkage
James Hill,DEF,104.147,15.622,60,463981,Bournemouth,a,110.000,2102.000,3.667,prior-season points with positional shrinkage
Alexis Mac Allister,MID,103.687,15.553,372,243016,Liverpool,a,108.000,2654.000,2.833,prior-season points with positional shrinkage
Noah Okafor,MID,103.108,15.466,336,435997,Leeds,a,109.000,1553.000,3.167,prior-season points with positional shrinkage
Joao Gomes,MID,102.200,15.330,54,448089,Aston Villa,a,107.000,2829.000,3.000,prior-season points with positional shrinkage
Harvey Barnes,MID,102.076,15.311,453,201666,Newcastle,a,106.000,1951.000,2.833,prior-season points with positional shrinkage
Nick Pope,GK,101.472,15.221,442,98747,Newcastle,a,96.000,2416.000,2.833,prior-season points with positional shrinkage
Martin Dubravka,GK,100.800,15.120,497,67089,Spurs,a,96.000,3150.000,3.000,prior-season points with positional shrinkage
Calvin Bassey,DEF,100.048,15.007,257,232892,Fulham,a,103.000,2532.000,3.333,prior-season points with positional shrinkage
Adam Wharton,MID,99.828,22.960,210,496221,Crystal Palace,d,112.000,2552.000,3.000,prior-season points with positional shrinkage
Yehor Yarmoliuk,MID,99.135,14.870,102,508395,Brentford,a,104.000,2652.000,3.167,prior-season points with positional shrinkage
Lewis Dunk,DEF,99.000,14.850,116,83299,Brighton,a,100.000,2837.000,3.000,prior-season points with positional shrinkage
Ezri Konsa Ngoyo,DEF,99.000,14.850,31,199798,Aston Villa,a,100.000,3035.000,3.000,prior-season points with positional shrinkage
John McGinn,MID,99.000,14.850,45,122806,Aston Villa,a,103.000,2136.000,3.000,prior-season points with positional shrinkage
Thierno Barry,FWD,98.855,14.828,249,586309,Everton,a,95.000,1898.000,2.833,prior-season points with positional shrinkage
Emiliano Buendía Stati,MID,98.200,14.730,41,195546,Aston Villa,a,102.000,1753.000,3.000,prior-season points with positional shrinkage
Alex Iwobi,MID,97.680,14.652,261,153133,Fulham,a,103.000,2420.000,3.333,prior-season points with positional shrinkage
Jaka Bijol,DEF,97.545,14.632,327,434752,Leeds,a,99.000,1888.000,3.167,prior-season points with positional shrinkage
Alisson Becker,GK,97.445,14.617,350,116535,Liverpool,a,91.000,2340.000,2.833,prior-season points with positional shrinkage
Lucas Digne,DEF,96.600,14.490,30,101188,Aston Villa,a,97.000,1842.000,3.000,prior-season points with positional shrinkage
Guglielmo Vicario,GK,96.000,14.400,494,184254,Spurs,a,90.000,2790.000,3.000,prior-season points with positional shrinkage
Brian Brobbey,FWD,95.800,14.370,552,441264,Sunderland,a,92.000,1920.000,3.000,prior-season points with positional shrinkage
Malo Gusto,DEF,95.800,14.370,144,482609,Chelsea,a,96.000,2255.000,3.000,prior-season points with positional shrinkage
Vitalii Mykolenko,DEF,95.633,14.345,233,224967,Everton,a,95.000,2959.000,2.833,prior-season points with positional shrinkage
Jayden Bogle,DEF,95.161,14.274,330,226182,Leeds,a,96.000,2795.000,3.167,prior-season points with positional shrinkage
Yasin Ayari,MID,95.000,14.250,129,509416,Brighton,a,98.000,1921.000,3.000,prior-season points with positional shrinkage
Mathias Jensen,MID,94.367,14.155,97,207283,Brentford,a,98.000,2239.000,3.167,prior-season points with positional shrinkage
Diego Gómez Amarilla,MID,94.200,14.130,127,514254,Brighton,a,97.000,2117.000,3.000,prior-season points with positional shrinkage
Mats Wieffer,DEF,94.200,14.130,130,467779,Brighton,a,94.000,1901.000,3.000,prior-season points with positional shrinkage
Dan Burn,DEF,94.023,14.103,448,78916,Newcastle,a,93.000,2195.000,2.833,prior-season points with positional shrinkage
Ryan Sessegnon,DEF,93.733,14.060,269,184349,Fulham,a,95.000,1816.000,3.333,prior-season points with positional shrinkage
James Justin,DEF,93.572,14.036,332,220627,Leeds,a,94.000,1893.000,3.167,prior-season points with positional shrinkage
Patrick Dorgu,MID,93.217,13.983,415,596777,Man Utd,a,95.000,1440.000,2.833,prior-season points with positional shrinkage
Georginio Rutter,FWD,91.800,13.770,125,463067,Brighton,a,87.000,1776.000,3.000,prior-season points with positional shrinkage
Cristian Romero,DEF,91.800,13.770,500,221632,Spurs,a,91.000,1869.000,3.000,prior-season points with positional shrinkage
